,team_name,player_name,player_id,position,started,played,minutes,fg_made,fg_attempted,three_pt_made,three_pt_attempted,ft_made,ft_attempted,oreb,dreb,reb,ast,stl,blk,to,pf,plusminus,pts,matchup_id
0,MEM,zach-randolph,1017,PF,yes,yes,19,2,5,0,0,4,6,2,4,6,0,0,0,1,0,-16,8,400578560
1,MEM,marc-gasol,3206,C,yes,yes,25,4,8,0,0,0,1,0,7,7,3,0,1,3,1,-21,8,400578560
2,MEM,mike-conley,3195,PG,yes,yes,27,5,9,1,4,4,4,1,1,2,6,3,0,5,2,-20,15,400578560
3,MEM,tony-allen,2367,SG,yes,yes,15,4,7,0,1,2,2,1,0,1,0,2,2,4,2,-15,10,400578560
4,MEM,courtney-lee,3445,SG,yes,yes,24,2,4,0,2,0,0,0,2,2,2,0,1,0,2,-15,4,400578560
5,MEM,jon-leuer,6452,PF,no,yes,26,3,9,0,1,1,2,1,5,6,2,0,0,1,1,10,7,400578560
6,MEM,jarnell-stokes,2614962,PF,no,yes,12,5,7,0,0,2,4,2,1,3,0,0,2,0,2,17,12,400578560
7,MEM,kosta-koufos,3444,C,no,yes,13,4,8,0,0,0,0,2,1,3,0,1,1,1,1,-8,8,400578560
8,MEM,beno-udrih,2448,PG,no,yes,21,3,3,0,0,3,4,0,3,3,4,1,0,3,0,11,9,400578560
9,MEM,vince-carter,136,SG,no,yes,9,3,4,1,2,0,1,0,1,1,0,0,0,0,0,-5,7,400578560
10,MEM,nick-calathes,3969,SG,no,yes,20,3,5,0,0,0,3,0,1,1,6,1,0,2,2,13,6,400578560
11,MEM,quincy-pondexter,4253,SG,no,yes,28,1,7,0,3,0,0,1,3,4,3,1,0,0,2,4,2,400578560
12,MEM,tayshaun-prince,1724,SF,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400578560
13,MEM,jordan-adams,2993873,SG,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400578560
14,HOU,donatas-motiejunas,6464,PF,yes,yes,25,7,10,1,1,0,1,3,4,7,2,0,1,4,3,21,15,400578560
15,HOU,tarik-black,2528393,PF,yes,yes,23,5,9,0,0,0,0,9,2,11,0,0,0,0,3,17,10,400578560
16,HOU,trevor-ariza,2426,SF,yes,yes,34,6,18,2,8,2,2,2,5,7,1,3,1,3,0,14,16,400578560
17,HOU,james-harden,3992,PG,yes,yes,28,6,11,2,5,7,8,1,3,4,4,3,1,3,3,21,21,400578560
18,HOU,jason-terry,841,SG,yes,yes,31,5,10,3,7,3,5,0,3,3,5,4,0,2,2,9,16,400578560
19,HOU,joey-dorsey,3421,PF,no,yes,22,3,3,0,0,1,2,2,6,8,1,1,3,1,3,-11,7,400578560
20,HOU,kostas-papanikolaou,4195,SF,no,yes,25,6,14,0,2,0,0,2,2,4,3,1,0,0,2,-9,12,400578560
21,HOU,clint-capela,3102529,C,no,yes,4,0,6,0,0,0,2,3,0,3,0,1,1,2,1,-11,0,400578560
22,HOU,nick-johnson,2580589,SG,no,yes,19,1,5,0,1,0,0,0,4,4,2,1,0,3,5,3,2,400578560
23,HOU,troy-daniels,2489530,SG,no,yes,7,0,3,0,2,0,0,0,0,0,0,0,0,1,2,-14,0,400578560
24,HOU,francisco-garcia,2755,SG,no,yes,21,2,4,2,2,0,0,1,0,1,4,0,1,0,2,5,6,400578560
25,HOU,dwight-howard,2384,C,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400578560
26,DAL,al-farouq-aminu,4248,PF,yes,yes,28,5,11,2,5,1,1,3,2,5,1,1,3,1,2,6,13,400578561
27,DAL,chandler-parsons,6466,SF,yes,yes,35,6,17,1,6,1,2,2,6,8,4,2,0,4,4,13,14,400578561
28,DAL,tyson-chandler,984,C,yes,yes,33,8,11,0,0,2,6,10,10,20,0,1,1,4,1,9,18,400578561
29,DAL,jameer-nelson,2439,PG,yes,yes,30,5,7,3,5,0,0,1,3,4,3,1,0,3,4,9,13,400578561
30,DAL,monta-ellis,2751,SG,yes,yes,36,11,26,0,3,1,1,0,2,2,7,3,1,0,3,8,23,400578561
31,DAL,jae-crowder,6581,PF,no,yes,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,400578561
32,DAL,charlie-villanueva,2792,PF,no,yes,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-4,0,400578561
33,DAL,brandan-wright,3242,F,no,yes,15,2,3,0,0,3,4,1,2,3,0,0,1,0,1,-7,7,400578561
34,DAL,richard-jefferson,1006,SF,no,yes,23,2,5,1,3,5,6,0,0,0,2,0,0,1,1,-6,10,400578561
35,DAL,devin-harris,2382,PG,no,yes,18,1,6,0,3,0,0,0,3,3,3,0,0,3,2,-7,2,400578561
36,DAL,jj-barea,3055,PG,no,yes,12,1,4,1,2,2,2,0,1,1,0,0,0,0,3,-6,5,400578561
37,DAL,greg-smith,6530,PF,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400578561
38,DAL,dirk-nowitzki,609,C,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400578561
39,MIL,larry-sanders,4265,PF,yes,yes,22,3,6,0,0,0,2,1,2,3,0,0,1,0,5,-11,6,400578561
